10/05/2024,22:41:30,Temperature:,23.19,73.74
10/05/2024,22:56:46,Temperature:,24.56,76.21
10/05/2024,22:58:19,Temperature:,24.69,76.44
10/05/2024,23:11:47,Temperature:,25.31,77.56
10/05/2024,23:26:48,Temperature:,25.69,78.24
10/05/2024,23:41:48,Temperature:,25.94,78.69
10/05/2024,23:56:49,Temperature:,26.12,79.02
10/06/2024,00:11:50,Temperature:,24.69,76.44
10/06/2024,00:26:51,Temperature:,25.75,78.35
10/06/2024,00:41:52,Temperature:,26.25,79.25
10/06/2024,00:56:53,Temperature:,24.88,76.78
10/06/2024,01:11:54,Temperature:,26.0,78.8
10/06/2024,01:26:55,Temperature:,24.88,76.78
10/06/2024,01:41:55,Temperature:,26.0,78.8
10/06/2024,01:56:56,Temperature:,24.88,76.78
10/06/2024,02:11:57,Temperature:,26.06,78.91
10/06/2024,02:26:58,Temperature:,24.94,76.89
10/06/2024,02:41:59,Temperature:,26.19,79.14
10/06/2024,02:57:00,Temperature:,25.06,77.11
10/06/2024,03:12:01,Temperature:,24.38,75.88
10/06/2024,03:27:01,Temperature:,25.94,78.69
10/06/2024,03:42:02,Temperature:,26.69,80.04
10/06/2024,03:57:03,Temperature:,25.19,77.34
10/06/2024,04:12:04,Temperature:,24.56,76.21
10/06/2024,04:27:05,Temperature:,26.06,78.91
10/06/2024,04:42:06,Temperature:,25.0,77.0
10/06/2024,04:57:07,Temperature:,26.19,79.14
10/06/2024,05:12:08,Temperature:,25.06,77.11
10/06/2024,05:27:08,Temperature:,24.44,75.99
10/06/2024,05:42:09,Temperature:,25.94,78.69
10/06/2024,05:57:10,Temperature:,26.62,79.92
10/06/2024,06:12:11,Temperature:,25.12,77.22
10/06/2024,06:27:12,Temperature:,24.38,75.88
10/06/2024,06:42:13,Temperature:,25.81,78.46
10/06/2024,06:57:14,Temperature:,26.56,79.81
10/06/2024,07:12:15,Temperature:,25.06,77.11
10/06/2024,07:27:15,Temperature:,24.38,75.88
10/06/2024,07:42:16,Temperature:,25.88,78.58
10/06/2024,07:57:17,Temperature:,26.56,79.81
10/06/2024,08:12:18,Temperature:,25.06,77.11
10/06/2024,08:27:19,Temperature:,24.38,75.88
10/06/2024,08:42:20,Temperature:,25.81,78.46
10/06/2024,08:57:21,Temperature:,26.44,79.59
10/06/2024,09:09:35,Temperature:,25.31,77.56
10/06/2024,09:12:22,Temperature:,25.06,77.11
10/06/2024,09:27:22,Temperature:,24.38,75.88
10/06/2024,09:42:23,Temperature:,25.88,78.58
10/06/2024,09:57:24,Temperature:,26.5,79.7
10/06/2024,10:12:25,Temperature:,25.06,77.11
10/06/2024,10:27:26,Temperature:,24.5,76.1
10/06/2024,10:42:27,Temperature:,25.88,78.58
10/06/2024,10:57:28,Temperature:,26.5,79.7
10/06/2024,11:12:29,Temperature:,25.06,77.11
10/06/2024,11:27:29,Temperature:,24.44,75.99
10/06/2024,11:42:30,Temperature:,25.88,78.58
10/06/2024,11:57:31,Temperature:,26.5,79.7
10/06/2024,12:12:32,Temperature:,25.12,77.22
10/06/2024,12:27:33,Temperature:,24.56,76.21
10/06/2024,12:42:34,Temperature:,26.0,78.8
10/06/2024,12:57:35,Temperature:,24.94,76.89
10/06/2024,13:12:36,Temperature:,26.19,79.14
10/06/2024,13:27:36,Temperature:,25.06,77.11
10/06/2024,13:42:37,Temperature:,24.5,76.1
10/06/2024,13:57:38,Temperature:,25.94,78.69
10/06/2024,14:12:39,Temperature:,26.62,79.92
10/06/2024,14:27:40,Temperature:,25.25,77.45
10/06/2024,14:42:41,Temperature:,24.69,76.44
10/06/2024,14:57:42,Temperature:,26.12,79.02
10/06/2024,15:12:43,Temperature:,25.12,77.22
10/06/2024,15:27:43,Temperature:,24.56,76.21
10/06/2024,15:39:51,Temperature:,25.69,78.24
10/06/2024,15:42:44,Temperature:,26.0,78.8
10/06/2024,15:57:45,Temperature:,25.06,77.11
10/06/2024,16:12:46,Temperature:,24.5,76.1
10/06/2024,16:27:47,Temperature:,26.0,78.8
10/06/2024,16:42:48,Temperature:,25.0,77.0
10/06/2024,16:57:49,Temperature:,26.25,79.25
10/06/2024,17:12:49,Temperature:,25.19,77.34
10/06/2024,17:27:50,Temperature:,24.62,76.32
10/06/2024,17:42:51,Temperature:,26.0,78.8
10/06/2024,17:57:52,Temperature:,25.0,77.0
10/06/2024,18:12:53,Temperature:,26.25,79.25
